Date,Price,Open,High,Low,Vol.,Change %
14-06-24,81.53,81.53,81.53,81.53,,-0.09%
13-06-24,81.6,81.6,81.6,81.6,,-0.10%
12-06-24,81.68,81.68,81.68,81.68,,0.40%
11-06-24,81.36,81.36,81.36,81.36,,0.12%
10-06-24,81.26,81.26,81.26,81.26,,1.84%
07-06-24,79.79,79.79,79.79,79.79,,-0.27%
06-06-24,80.01,80.01,80.01,80.01,,1.45%
05-06-24,78.87,78.87,78.87,78.87,,0.52%
04-06-24,78.46,78.46,78.46,78.46,,-0.90%
03-06-24,79.17,79.17,79.17,79.17,,-5.79%
31-05-24,84.04,84.03,84.03,84.03,,0.04%
30-05-24,84,84,84,84,,-0.06%
29-05-24,84.05,84.05,84.05,84.05,,-0.12%
28-05-24,84.15,84.15,84.15,84.15,,0.39%
24-05-24,83.83,83.83,83.83,83.83,,0.22%
23-05-24,83.65,83.65,83.65,83.65,,-0.14%
22-05-24,83.76,83.76,83.76,83.76,,-0.43%
21-05-24,84.13,84.13,84.13,84.13,,-0.24%
20-05-24,84.33,84.33,84.33,84.33,,-0.06%
17-05-24,84.38,84.38,84.38,84.38,,0.52%
16-05-24,83.94,83.94,83.94,83.94,,0.33%
15-05-24,83.67,83.67,83.67,83.67,,0.13%
14-05-24,83.56,83.56,83.56,83.56,,-0.70%
13-05-24,84.14,84.14,84.14,84.14,,0.59%
10-05-24,83.65,83.65,83.65,83.65,,-0.64%
09-05-24,84.18,84.19,84.19,84.19,,0.03%
08-05-24,84.16,84.16,84.16,84.16,,0.70%
07-05-24,83.57,83.57,83.57,83.57,,0.02%
06-05-24,83.56,83.56,83.56,83.56,,0.43%
03-05-24,83.2,83.2,83.2,83.2,,-0.80%
02-05-24,83.87,83.87,83.87,83.87,,0.49%
01-05-24,83.46,83.46,83.46,83.46,,-6.41%
30-04-24,89.17,89.17,89.17,89.17,,0.07%
29-04-24,89.11,89.11,89.11,89.11,,-0.09%
26-04-24,89.19,89.19,89.19,89.19,,0.00%
25-04-24,89.18,89.19,89.19,89.19,,0.18%
24-04-24,89.02,89.02,89.02,89.02,,-0.02%
23-04-24,89.04,89.04,89.04,89.04,,0.35%
22-04-24,88.72,88.72,88.72,88.72,,-0.10%
19-04-24,88.82,88.81,88.81,88.81,,0.00%
18-04-24,88.81,88.81,88.81,88.81,,-0.03%
17-04-24,88.84,88.84,88.84,88.84,,-1.19%
16-04-24,89.91,89.91,89.91,89.91,,-0.05%
15-04-24,89.96,89.96,89.96,89.96,,-0.29%
12-04-24,90.22,90.22,90.22,90.22,,0.48%
11-04-24,89.79,89.79,89.79,89.79,,-0.38%
10-04-24,90.13,90.13,90.13,90.13,,0.78%
09-04-24,89.43,89.43,89.43,89.43,,-0.65%
08-04-24,90.02,90.02,90.02,90.02,,-0.80%
05-04-24,90.74,90.74,90.74,90.74,,0.24%
04-04-24,90.53,90.53,90.53,90.53,,1.01%
